ID,Year_Birth,Marital_Status,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
3595,1963,Together,631,43,239,128,76,21
8537,1949,Widow,526,80,553,123,94,53
4331,1978,Together,913,26,376,17,26,13
6281,1966,Divorced,673,0,199,37,47,26
4338,1983,Single,23,0,9,0,0,12
2452,1971,Together,199,33,60,8,3,15
9507,1975,Married,261,23,73,4,23,50
8360,1971,Married,111,16,37,7,9,18
10311,1969,Married,16,4,12,2,4,321
5117,1963,Married,63,151,137,153,19,53
4867,1968,Single,58,0,18,2,0,10
9289,1979,Married,29,1,17,0,3,13
10913,1984,Single,3,2,12,0,1,9
3032,1984,Married,28,34,62,11,14,44
8524,1974,Divorced,40,3,30,10,7,11
3334,1951,Married,879,143,797,106,143,143
4470,1962,Married,62,1,44,6,5,22
1406,1975,Single,280,7,81,20,0,27
8619,1957,Together,9,0,6,3,1,3
10821,1978,Married,182,4,33,0,2,42
4552,1991,Married,83,2,101,64,26,117
898,1986,Married,38,15,54,3,8,29
9797,1956,Married,228,19,130,4,11,51
10949,1963,Divorced,1092,37,592,145,37,55
8212,1971,Married,85,15,27,13,13,21
6248,1947,Single,1276,24,746,94,29,48
10164,1958,Single,1017,33,417,108,100,16
4547,1960,Together,6,2,9,2,1,5
6815,1980,Married,448,21,125,52,101,62
4122,1975,Married,504,23,117,179,28,44
10841,1975,Together,226,22,133,41,31,31
5370,1973,Married,239,3,141,0,7,23
176,1980,Single,90,38,67,33,36,67
4860,1970,Single,7,2,8,3,2,3
10757,1967,Divorced,4,2,5,2,0,0
4023,1970,Married,16,17,19,20,21,22
6679,1966,Single,10,3,3,0,0,0
9923,1972,Single,68,0,16,0,0,8
7181,1977,Married,35,0,13,2,0,2
3599,1970,Married,575,80,428,208,93,80
405,1964,Divorced,315,0,31,4,0,91
6870,1959,Divorced,182,2,49,17,13,20
832,1966,Together,561,14,113,10,14,35
2002,1958,Divorced,587,51,932,180,34,86
3657,1986,Single,94,1,33,13,12,12
500,1977,Together,908,43,735,40,194,21
1951,1981,Married,228,122,122,208,129,30
3262,1958,Single,995,112,417,42,48,41
4102,1975,Married,11,1,2,2,1,6
7042,1983,Married,3,3,14,15,21,10
10598,1967,Together,12,1,16,4,1,3
255,1951,Divorced,17,0,2,0,0,2
2375,1972,Together,8,0,5,0,3,6
9829,1978,Together,22,4,17,12,10,13
6214,1982,Married,14,10,29,4,7,15
4954,1956,Married,106,27,68,52,7,5
7861,1952,Married,820,57,242,45,0,11
4837,1965,Married,753,43,226,69,10,204
9423,1979,Married,13,3,17,7,3,3
4198,1965,Together,9,1,3,0,4,8
153,1953,Divorced,19,3,6,4,2,12
9323,1949,Together,520,8,223,32,49,42
10001,1985,Together,5,17,17,13,14,34
3945,1947,Widow,618,44,215,0,17,36
3799,1955,Married,315,35,322,46,7,143
8625,1976,Married,15,1,23,0,5,1
3491,1975,Together,384,60,364,119,101,232
983,1984,Married,110,29,92,28,10,145
9119,1950,Together,208,17,76,36,17,38
4786,1977,Married,555,82,257,93,61,61
5872,1951,Single,240,90,216,63,6,24
6568,1984,Married,11,0,36,15,5,12
5628,1982,Together,848,154,323,201,61,78
5631,1991,Single,202,47,197,55,42,149
4974,1970,Single,433,89,650,16,102,102
8416,1981,Married,6,6,15,10,5,2
5454,1979,Married,37,0,7,3,0,3
4095,1971,Married,167,37,64,49,34,116
5474,1970,Single,45,7,99,4,25,43
4268,1959,Married,129,0,21,0,1,7
10701,1973,Married,713,0,264,120,80,34
3507,1970,Single,676,161,426,210,44,58
2079,1947,Married,450,26,535,73,98,26
626,1951,Married,22,2,12,0,2,5
4426,1975,Single,367,4,51,6,4,95
2591,1959,Widow,526,35,214,69,53,35
10509,1955,Single,51,0,16,0,0,4
6382,1953,Together,25,0,11,3,0,15
6673,1965,Single,28,6,27,12,17,39
7441,1973,Divorced,958,159,447,20,0,31
1071,1976,Divorced,532,88,168,69,44,133
10061,1950,Married,724,17,143,0,8,196
7187,1969,Together,375,42,48,94,66,96
8775,1969,Together,39,0,56,20,8,14
1612,1981,Single,23,0,15,0,2,7
2345,1982,Together,587,54,348,71,54,130
322,1978,Together,29,1,11,0,0,0
10897,1974,Married,757,80,217,29,80,11
123,1951,Widow,544,35,133,23,151,107
6103,1948,Married,40,15,15,17,6,7
7899,1952,Married,1245,33,332,21,33,16
10500,1984,Married,19,1,20,16,14,28
1655,1979,Together,16,3,15,2,1,11
2406,1949,Together,376,4,94,12,9,24
2712,1956,Married,184,178,178,103,39,33
5517,1969,Married,15,0,11,0,2,9
10643,1987,Single,124,83,267,85,59,35
2254,1983,Married,627,120,414,121,80,93
10281,1970,Divorced,180,60,241,13,54,54
6958,1977,Married,14,0,4,0,0,8
954,1960,Widow,3,3,24,34,7,31
5079,1971,Married,71,1,16,0,0,9
10339,1954,Together,161,0,22,0,0,24
4643,1973,Married,8,26,46,38,9,49
3117,1955,Single,264,0,21,12,6,147
6497,1960,Married,293,6,23,13,6,92
5396,1988,Married,758,12,385,33,89,89
5250,1943,Widow,532,126,490,164,126,126
1052,1969,Married,656,38,161,62,47,37
2802,1992,Married,196,25,607,67,17,49
6343,1959,Married,835,73,380,114,73,43
6507,1980,Single,16,11,15,2,0,12
7901,1971,Married,9,1,5,2,1,4
4865,1974,Divorced,229,7,140,10,3,11
2686,1969,Together,0,1,4,15,1,5
3107,1976,Together,121,24,124,24,15,42
7734,1993,Absurd,471,102,125,212,61,245
1146,1949,Together,520,8,223,32,49,42
11031,1950,Married,26,1,10,2,0,1
7428,1975,Together,240,132,445,250,192,108
975,1956,Single,178,4,26,8,4,44
1103,1976,Married,1486,55,278,49,0,185
3422,1975,Married,1115,12,128,33,12,76
1055,1976,Married,29,0,8,2,0,6
6544,1949,Together,529,0,356,63,28,0
1241,1984,Married,13,3,8,7,4,16
2909,1974,Married,934,24,230,16,24,36
5802,1972,Married,2,7,11,16,12,27
1407,1986,Married,4,12,5,3,16,17
6183,1962,Married,62,1,44,6,5,22
340,1970,Divorced,158,35,179,0,0,125
5991,1949,Married,173,2,39,3,2,47
3104,1961,Single,830,59,968,51,79,19
9729,1955,Widow,189,10,253,56,43,64
1008,1981,Together,728,17,133,11,8,124
11091,1953,Together,7,2,9,2,0,2
3969,1974,Together,35,4,17,7,6,64
1916,1954,Married,188,3,180,20,3,43
9907,1969,Together,742,28,152,25,9,57
87,1981,Married,0,7,5,26,2,17
8659,1952,Together,750,71,174,13,10,20
6262,1962,Single,816,42,450,55,56,154
6147,1971,Divorced,5,2,8,2,2,9
8832,1976,Together,37,5,56,12,8,5
10067,1976,Together,4,0,4,0,0,5
7532,1980,Married,99,2,11,4,0,16
4915,1956,Married,176,72,98,136,21,229
2115,1957,Together,54,0,10,0,0,2
2088,1972,Together,997,15,414,99,30,76
2493,1966,Married,356,0,107,19,9,117
6292,1986,Married,1311,0,359,46,89,17
1631,1965,Together,890,63,292,0,25,12
10104,1974,Together,4,0,2,0,0,2
3006,1976,Divorced,17,0,14,7,3,2
3919,1976,Single,960,0,883,50,38,0
11181,1949,Married,2,1,2,1,1,1
642,1980,Married,1,3,2,20,30,47
4369,1957,Absurd,240,67,500,199,0,163
10127,1965,Married,301,11,61,4,7,11
271,1969,Widow,154,0,50,6,11,37
4973,1970,Single,2,3,6,4,1,9
2948,1954,Divorced,104,12,48,4,12,5
2715,1966,Divorced,70,3,37,4,2,64
10432,1974,Divorced,2,0,9,3,6,2
9216,1971,Married,23,2,11,3,1,4
7124,1968,Divorced,43,4,12,8,0,27
9727,1957,Married,4,24,11,16,1,25
5136,1973,Single,654,7,92,0,15,30
9790,1957,Single,912,72,170,47,36,97
1818,1971,Together,25,0,8,0,1,4
1100,1960,Together,24,4,22,0,2,9
7873,1973,Together,141,11,114,15,14,5
10609,1962,Married,71,0,13,3,1,0
6950,1958,Married,35,1,16,0,1,1
7233,1972,Married,496,32,849,229,48,128
9481,1976,Married,9,9,11,13,10,16
7699,1969,Widow,154,0,50,6,11,37
2711,1976,Together,9,1,5,4,5,7
8933,1983,Married,26,3,23,4,7,3
8726,1964,Divorced,77,8,44,10,10,25
1515,1975,Together,11,2,7,4,2,2
5186,1955,Married,576,7,115,19,7,7
10157,1965,Single,89,15,89,34,42,5
5667,1964,Married,1013,30,399,60,46,153
902,1980,Together,224,12,48,4,12,12
977,1957,Together,200,19,111,50,15,19
7313,1949,Widow,570,73,614,133,102,73
7600,1992,Single,1,3,3,8,1,13
9706,1974,Single,62,1,20,4,0,7
2429,1954,Divorced,531,69,300,150,138,150
3520,1990,Single,162,28,818,0,28,56
10394,1984,Married,675,144,133,94,192,241
4548,1981,Single,23,4,10,0,2,15
9362,1965,Single,492,5,32,13,5,21
3968,1970,Divorced,918,10,129,13,0,129
4084,1975,Together,224,155,155,192,93,54
6721,1951,Married,572,19,286,50,38,248
2829,1955,Married,626,0,70,0,7,28
1772,1975,Married,1074,37,518,193,92,129
1544,1967,Divorced,741,68,689,224,68,103
492,1973,YOLO,322,3,50,4,3,42
4377,1971,Married,254,10,44,30,10,227
4541,1955,Together,116,6,82,6,6,41
1321,1974,Married,22,2,18,0,2,12
8858,1972,Married,516,0,21,0,0,5
3266,1964,Married,14,36,11,3,26,35
11187,1978,Single,2,8,10,12,14,23
8207,1957,Married,28,0,9,3,0,0
9723,1960,Married,530,142,217,62,9,56
2666,1972,Married,519,50,167,130,0,41
5721,1956,Married,611,76,749,59,45,26
10652,1957,Together,240,67,500,199,0,163
1646,1972,Married,4,9,12,11,2,8
4418,1983,Single,671,47,655,145,111,15
2656,1971,Divorced,23,1,7,0,4,24
7990,1947,Married,9,1,2,3,2,0
8722,1957,Married,556,54,845,202,133,63
7118,1957,Married,833,80,363,52,26,174
2980,1952,Single,12,0,13,4,2,4
1839,1974,Single,56,7,48,10,2,18
10722,1973,Together,293,8,124,11,4,106
2632,1954,Married,297,0,38,13,0,152
9014,1975,Married,39,1,16,2,0,3
7620,1990,Single,5,11,16,21,8,45
10968,1969,Single,266,21,300,65,8,44
11133,1973,YOLO,322,3,50,4,3,42
2736,1978,Married,366,124,156,71,78,54
1876,1990,Married,32,0,8,23,4,18
5959,1968,Single,158,0,23,0,0,18
1092,1980,Married,269,129,495,182,43,29
4333,1954,Together,41,0,10,0,0,3
3850,1963,Together,3,3,3,15,4,15
6168,1963,Divorced,33,0,5,0,0,15
607,1955,Divorced,302,29,131,32,0,27
10469,1981,Together,519,71,860,93,27,53
6983,1950,Divorced,23,2,17,2,1,0
3661,1995,Single,594,51,631,72,55,32
9303,1976,Married,12,4,7,1,3,5
692,1954,Together,4,2,5,0,0,5
736,1983,Together,18,3,19,3,3,6
9589,1948,Widow,332,194,377,149,125,57
4838,1978,Together,5,1,8,0,0,1
9246,1985,Together,171,3,129,26,24,62
6261,1979,Married,270,31,88,11,48,22
7366,1982,Single,712,26,538,69,13,80
10659,1979,Together,2,8,11,3,8,21
1448,1963,Married,21,12,12,0,3,3
4286,1970,Single,580,6,58,8,0,27
4749,1968,Together,368,24,68,38,0,88
4478,1979,Married,457,5,106,15,17,53
4201,1962,Single,229,7,137,4,0,91
8720,1978,Together,32,2,1607,12,4,22
10084,1972,Married,3,2,8,20,0,17
7004,1984,Single,24,3,26,7,1,23
9817,1970,Single,853,10,143,13,10,20
8080,1986,Single,5,1,6,3,4,3
9432,1977,Together,9,14,18,8,1,12
8372,1974,Married,3,3,7,6,2,9
10870,1967,Married,709,43,182,42,118,247
4001,1946,Together,406,0,30,0,0,8
7270,1981,Divorced,908,48,217,32,12,24
8235,1956,Together,428,30,214,80,30,61
9405,1954,Married,84,3,61,2,1,21
